,name,hand,country,birthday,rank,winner,sets,total_pts,service_pts,return_pts,aces,bp_saved,first_serve_rtn_won,second_serve_rtn_won,first_serve_in,dbl_faults,first_serve_per,round,date,avg_minutes_game,avg_seconds_point,avg_minutes_set,tournament,year,match_minutes
13284,Florian Mayer,R,GER,1983-10-05,28.0,True,3.0,150.0,96.0,54.0,9.0,8.0,21.0,33.0,105.0,2.0,0.7191780821917808,1st Round,2013-01-15,4.59,40.7,40.4,Australian Open,2013,202.0
13285,Rhyne Williams,R,USA,1991-03-22,194.0,False,2.0,148.0,98.0,50.0,15.0,11.0,28.0,22.0,91.0,8.0,0.5986842105263158,1st Round,2013-01-15,4.59,40.7,40.4,Australian Open,2013,202.0
13286,Florian Mayer,R,GER,1983-10-05,60.0,True,3.0,123.0,72.0,51.0,4.0,3.0,22.0,29.0,84.0,2.0,0.6942148760330579,1st Round,2010-01-18,3.85,37.6,30.8,Australian Open,2010,154.0
13287,Philipp Petzschner,R,GER,1984-03-24,81.0,False,2.0,123.0,74.0,49.0,7.0,3.0,30.0,19.0,73.0,6.0,0.584,1st Round,2010-01-18,3.85,37.6,30.8,Australian Open,2010,154.0
13288,Florian Mayer,R,GER,1983-10-05,60.0,True,3.0,129.0,86.0,43.0,6.0,4.0,17.0,26.0,83.0,0.0,0.664,2nd Round,2010-01-20,4.21,40.5,41.0,Australian Open,2010,164.0
13289,Viktor Troicki,R,SRB,1986-02-10,30.0,False,1.0,114.0,75.0,39.0,26.0,6.0,23.0,16.0,72.0,9.0,0.6101694915254238,2nd Round,2010-01-20,4.21,40.5,41.0,Australian Open,2010,164.0
13290,Florian Mayer,R,GER,1983-10-05,450.0,True,3.0,90.0,50.0,40.0,4.0,0.0,14.0,26.0,40.0,1.0,0.5797101449275363,1st Round,2009-01-19,3.61,35.3,27.7,Australian Open,2009,83.0
13291,Lamine Ouahab,R,ALG,1984-12-22,193.0,False,0.0,51.0,32.0,19.0,0.0,7.0,9.0,10.0,37.0,4.0,0.5138888888888888,1st Round,2009-01-19,3.61,35.3,27.7,Australian Open,2009,83.0
13292,Florian Mayer,R,GER,1983-10-05,58.0,True,3.0,133.0,82.0,51.0,12.0,3.0,22.0,29.0,74.0,0.0,0.592,1st Round,2007-01-16,3.16,32.2,27.8,Australian Open,2007,139.0
13293,Robin Soderling,R,SWE,1984-08-14,23.0,False,2.0,126.0,83.0,43.0,11.0,7.0,19.0,24.0,86.0,9.0,0.6417910447761194,1st Round,2007-01-16,3.16,32.2,27.8,Australian Open,2007,139.0
13294,Florian Mayer,R,GER,1983-10-05,58.0,True,3.0,131.0,73.0,58.0,8.0,6.0,25.0,33.0,66.0,5.0,0.5238095238095238,2nd Round,2007-01-18,3.65,35.8,36.5,Australian Open,2007,146.0
13295,Andreas Seppi,R,ITA,1984-02-21,98.0,False,1.0,114.0,61.0,53.0,6.0,9.0,23.0,30.0,63.0,3.0,0.5294117647058824,2nd Round,2007-01-18,3.65,35.8,36.5,Australian Open,2007,146.0
13296,Florian Mayer,R,GER,1983-10-05,219.0,True,3.0,96.0,64.0,32.0,6.0,2.0,15.0,17.0,46.0,0.0,0.5476190476190477,1st Round,2004-01-20,2.9,31.0,30.0,Australian Open,2004,90.0
13297,Richard Gasquet,R,FRA,1986-06-18,97.0,False,0.0,78.0,58.0,20.0,9.0,3.0,10.0,10.0,53.0,3.0,0.5888888888888889,1st Round,2004-01-20,2.9,31.0,30.0,Australian Open,2004,90.0
13298,Florian Mayer,R,GER,1983-10-05,35.0,True,3.0,93.0,53.0,40.0,7.0,3.0,15.0,25.0,43.0,1.0,0.5584415584415584,1st Round,2012-05-29,3.81,37.5,34.3,French Open,2012,103.0
13299,Daniel Gimeno Traver,R,ESP,1985-08-07,125.0,False,0.0,72.0,48.0,24.0,6.0,7.0,6.0,18.0,50.0,1.0,0.5681818181818182,1st Round,2012-05-29,3.81,37.5,34.3,French Open,2012,103.0
13300,Florian Mayer,R,GER,1983-10-05,74.0,True,3.0,128.0,85.0,43.0,3.0,16.0,19.0,24.0,78.0,3.0,0.5234899328859061,1st Round,2017-08-28,4.22,35.6,39.0,US Open,2017,156.0
13301,Rogerio Dutra Silva,R,BRA,1984-02-03,453.0,False,1.0,135.0,71.0,64.0,9.0,6.0,26.0,38.0,67.0,7.0,0.5877192982456141,1st Round,2017-08-28,4.22,35.6,39.0,US Open,2017,156.0
13302,Florian Mayer,R,GER,1983-10-05,47.0,True,2.0,77.0,49.0,28.0,5.0,3.0,17.0,11.0,45.0,1.0,0.6521739130434783,1st Round,2013-08-27,4.0,39.4,42.0,US Open,2013,84.0
13303,Juan Monaco,R,ARG,1984-03-29,32.0,False,0.0,51.0,31.0,20.0,1.0,3.0,11.0,9.0,37.0,5.0,0.6271186440677966,1st Round,2013-08-27,4.0,39.4,42.0,US Open,2013,84.0
13304,Florian Mayer,R,GER,1983-10-05,47.0,True,3.0,126.0,69.0,57.0,10.0,10.0,32.0,25.0,67.0,6.0,0.5775862068965517,2nd Round,2013-08-30,4.61,36.5,47.7,US Open,2013,143.0
13305,Donald Young,L,USA,1989-07-23,157.0,False,0.0,109.0,62.0,47.0,5.0,14.0,20.0,27.0,74.0,8.0,0.6218487394957983,2nd Round,2013-08-30,4.61,36.5,47.7,US Open,2013,143.0
13306,Florian Mayer,R,GER,1983-10-05,27.0,True,3.0,82.0,42.0,40.0,3.0,2.0,15.0,25.0,32.0,1.0,0.5925925925925926,1st Round,2011-08-30,3.62,37.1,25.3,US Open,2011,76.0
13307,Adrian Mannarino,L,FRA,1988-06-29,58.0,False,0.0,41.0,29.0,12.0,1.0,6.0,3.0,9.0,30.0,6.0,0.4347826086956521,1st Round,2011-08-30,3.62,37.1,25.3,US Open,2011,76.0
13308,Florian Mayer,R,GER,1983-10-05,114.0,True,1.0,28.0,16.0,12.0,2.0,0.0,7.0,5.0,13.0,0.0,0.7647058823529411,1st Round,2017-03-07,2.43,25.5,17.0,Wimbledon,2017,17.0
13309,Viktor Troicki,R,SRB,1986-02-10,40.0,False,0.0,12.0,11.0,1.0,0.0,4.0,0.0,1.0,11.0,3.0,0.4782608695652174,1st Round,2017-03-07,2.43,25.5,17.0,Wimbledon,2017,17.0
13310,Florian Mayer,R,GER,1983-10-05,29.0,True,3.0,150.0,97.0,53.0,7.0,11.0,29.0,24.0,92.0,3.0,0.6174496644295302,2nd Round,2012-06-27,3.5,33.0,32.2,Wimbledon,2012,161.0
13311,Philipp Petzschner,R,GER,1984-03-24,101.0,False,2.0,143.0,91.0,52.0,15.0,9.0,27.0,25.0,89.0,3.0,0.6180555555555556,2nd Round,2012-06-27,3.5,33.0,32.2,Wimbledon,2012,161.0
13312,Florian Mayer,R,GER,1983-10-05,29.0,True,3.0,159.0,113.0,46.0,8.0,7.0,21.0,25.0,126.0,2.0,0.75,3rd Round,2012-06-29,3.9,36.7,39.0,Wimbledon,2012,195.0
13313,Jerzy Janowicz,R,POL,1990-11-13,136.0,False,2.0,160.0,105.0,55.0,20.0,4.0,37.0,18.0,90.0,6.0,0.5960264900662252,3rd Round,2012-06-29,3.9,36.7,39.0,Wimbledon,2012,195.0
13314,Florian Mayer,R,GER,1983-10-05,29.0,True,3.0,106.0,62.0,44.0,14.0,0.0,27.0,17.0,49.0,0.0,0.6049382716049383,4th Round,2012-03-07,3.39,35.6,28.0,Wimbledon,2012,112.0
13315,Richard Gasquet,R,FRA,1986-06-18,19.0,False,1.0,83.0,64.0,19.0,7.0,6.0,9.0,10.0,82.0,2.0,0.7592592592592593,4th Round,2012-03-07,3.39,35.6,28.0,Wimbledon,2012,112.0
13316,Florian Mayer,R,GER,1983-10-05,18.0,True,3.0,144.0,85.0,59.0,12.0,2.0,28.0,31.0,92.0,2.0,0.71875,1st Round,2011-06-21,4.02,37.5,43.3,Wimbledon,2011,173.0
13317,Daniel Evans,R,GBR,1990-05-23,301.0,False,1.0,133.0,90.0,43.0,11.0,9.0,26.0,17.0,92.0,14.0,0.6174496644295302,1st Round,2011-06-21,4.02,37.5,43.3,Wimbledon,2011,173.0
13318,Florian Mayer,R,GER,1983-10-05,59.0,True,3.0,112.0,67.0,45.0,8.0,2.0,26.0,19.0,60.0,1.0,0.6976744186046512,1st Round,2010-06-21,4.03,36.9,40.3,Wimbledon,2010,121.0
13319,Marin Cilic,R,CRO,1988-09-28,12.0,False,0.0,85.0,66.0,19.0,8.0,13.0,11.0,8.0,75.0,0.0,0.6756756756756757,1st Round,2010-06-21,4.03,36.9,40.3,Wimbledon,2010,121.0
13320,Florian Mayer,R,GER,1983-10-05,57.0,True,3.0,117.0,75.0,42.0,5.0,7.0,21.0,21.0,68.0,0.0,0.6296296296296297,2nd Round,2005-06-22,3.79,34.6,41.7,Wimbledon,2005,125.0
13321,Fernando Verdasco,L,ESP,1983-11-15,59.0,False,0.0,100.0,67.0,33.0,13.0,3.0,17.0,16.0,68.0,8.0,0.6238532110091743,2nd Round,2005-06-22,3.79,34.6,41.7,Wimbledon,2005,125.0
13322,Florian Mayer,R,GER,1983-10-05,68.0,False,0.0,95.0,66.0,29.0,7.0,14.0,18.0,11.0,63.0,4.0,0.5431034482758621,1st Round,2018-01-16,3.87,34.3,38.7,Australian Open,2018,116.0
13323,Evgeny Donskoy,R,RUS,1990-05-09,72.0,True,3.0,108.0,58.0,50.0,10.0,4.0,21.0,29.0,63.0,2.0,0.7241379310344828,1st Round,2018-01-16,3.87,34.3,38.7,Australian Open,2018,116.0
13324,Florian Mayer,R,GER,1983-10-05,49.0,False,0.0,79.0,63.0,16.0,7.0,9.0,12.0,4.0,66.0,1.0,0.6470588235294118,1st Round,2017-01-17,4.28,41.8,41.3,Australian Open,2017,124.0
13325,Rafael Nadal,L,ESP,1986-06-03,9.0,True,3.0,99.0,60.0,39.0,6.0,0.0,25.0,14.0,53.0,0.0,0.6973684210526315,1st Round,2017-01-17,4.28,41.8,41.3,Australian Open,2017,124.0
13326,Florian Mayer,R,GER,1983-10-05,28.0,False,0.0,54.0,37.0,17.0,4.0,4.0,7.0,10.0,46.0,3.0,0.6388888888888888,2nd Round,2013-01-17,3.21,32.5,25.7,Australian Open,2013,77.0
13327,Ricardas Berankis,R,LTU,1990-06-21,110.0,True,3.0,88.0,53.0,35.0,5.0,3.0,16.0,19.0,38.0,0.0,0.5428571428571428,2nd Round,2013-01-17,3.21,32.5,25.7,Australian Open,2013,77.0
13328,Florian Mayer,R,GER,1983-10-05,36.0,False,1.0,113.0,68.0,45.0,7.0,7.0,23.0,22.0,76.0,5.0,0.6440677966101694,2nd Round,2011-01-19,4.24,36.9,36.0,Australian Open,2011,144.0
13329,Kei Nishikori,R,JPN,1989-12-29,82.0,True,3.0,121.0,71.0,50.0,2.0,6.0,24.0,26.0,66.0,5.0,0.5689655172413793,2nd Round,2011-01-19,4.24,36.9,36.0,Australian Open,2011,144.0
13330,Florian Mayer,R,GER,1983-10-05,60.0,False,1.0,117.0,68.0,49.0,5.0,9.0,21.0,28.0,75.0,3.0,0.6696428571428571,3rd Round,2010-01-22,4.16,39.3,38.5,Australian Open,2010,154.0
13331,Juan Martin Del Potro,R,ARG,1988-09-23,5.0,True,3.0,118.0,74.0,44.0,11.0,5.0,27.0,17.0,72.0,5.0,0.5853658536585366,3rd Round,2010-01-22,4.16,39.3,38.5,Australian Open,2010,154.0
13332,Florian Mayer,R,GER,1983-10-05,450.0,False,0.0,66.0,39.0,27.0,3.0,4.0,18.0,9.0,47.0,1.0,0.618421052631579,2nd Round,2009-01-21,4.15,42.5,37.3,Australian Open,2009,112.0
13333,Juan Martin Del Potro,R,ARG,1988-09-23,6.0,True,3.0,92.0,55.0,37.0,7.0,4.0,22.0,15.0,54.0,0.0,0.6585365853658537,2nd Round,2009-01-21,4.15,42.5,37.3,Australian Open,2009,112.0
13334,Florian Mayer,R,GER,1983-10-05,90.0,False,0.0,72.0,45.0,27.0,4.0,2.0,9.0,18.0,46.0,2.0,0.6301369863013698,1st Round,2018-05-29,4.11,39.4,37.0,French Open,2018,111.0
13335,Mischa Zverev,L,GER,1987-08-22,64.0,True,3.0,97.0,69.0,28.0,8.0,9.0,15.0,13.0,59.0,2.0,0.6145833333333334,1st Round,2018-05-29,4.11,39.4,37.0,French Open,2018,111.0
13336,Florian Mayer,R,GER,1983-10-05,44.0,False,0.0,73.0,51.0,22.0,3.0,7.0,8.0,14.0,55.0,2.0,0.5555555555555556,1st Round,2017-05-28,3.69,33.1,32.0,French Open,2017,96.0
13337,Pablo Carreno Busta,R,ESP,1991-07-12,21.0,True,3.0,101.0,53.0,48.0,9.0,6.0,21.0,27.0,42.0,3.0,0.56,1st Round,2017-05-28,3.69,33.1,32.0,French Open,2017,96.0
13338,Florian Mayer,R,GER,1983-10-05,236.0,False,1.0,100.0,55.0,45.0,4.0,8.0,18.0,27.0,55.0,5.0,0.5392156862745098,1st Round,2016-05-24,3.85,35.9,32.8,French Open,2016,131.0
13339,Malek Jaziri,R,TUN,1984-01-20,72.0,True,3.0,119.0,72.0,47.0,1.0,8.0,16.0,31.0,56.0,5.0,0.4786324786324786,1st Round,2016-05-24,3.85,35.9,32.8,French Open,2016,131.0
13340,Florian Mayer,R,GER,1983-10-05,527.0,False,0.0,60.0,41.0,19.0,3.0,7.0,10.0,9.0,53.0,3.0,0.6385542168674698,1st Round,2015-05-24,3.72,35.5,31.0,French Open,2015,93.0
13341,Roberto Bautista Agut,R,ESP,1988-04-14,20.0,True,3.0,97.0,55.0,42.0,4.0,2.0,25.0,17.0,51.0,0.0,0.6891891891891891,1st Round,2015-05-24,3.72,35.5,31.0,French Open,2015,93.0
13342,Florian Mayer,R,GER,1983-10-05,30.0,False,1.0,87.0,55.0,32.0,6.0,6.0,17.0,15.0,58.0,3.0,0.5858585858585859,1st Round,2013-05-28,3.52,34.8,36.3,French Open,2013,109.0
13343,Denis Istomin,R,UZB,1986-09-07,42.0,True,2.0,101.0,57.0,44.0,7.0,3.0,18.0,26.0,61.0,3.0,0.6853932584269663,1st Round,2013-05-28,3.52,34.8,36.3,French Open,2013,109.0
13344,Florian Mayer,R,GER,1983-10-05,35.0,False,1.0,115.0,74.0,41.0,5.0,4.0,24.0,17.0,68.0,2.0,0.6071428571428571,2nd Round,2012-05-31,3.85,39.5,37.5,French Open,2012,150.0
13345,Eduardo Schwank,R,ARG,1986-04-23,192.0,True,3.0,113.0,75.0,38.0,6.0,2.0,17.0,21.0,67.0,7.0,0.5775862068965517,2nd Round,2012-05-31,3.85,39.5,37.5,French Open,2012,150.0
13346,Florian Mayer,R,GER,1983-10-05,19.0,False,1.0,126.0,78.0,48.0,6.0,8.0,24.0,24.0,80.0,3.0,0.5633802816901409,2nd Round,2011-05-26,4.81,39.4,44.5,French Open,2011,178.0
13347,Alejandro Falla,L,COL,1983-11-14,120.0,True,3.0,145.0,81.0,64.0,4.0,8.0,28.0,36.0,81.0,3.0,0.627906976744186,2nd Round,2011-05-26,4.81,39.4,44.5,French Open,2011,178.0
13348,Florian Mayer,R,GER,1983-10-05,193.0,False,1.0,97.0,61.0,36.0,6.0,4.0,15.0,21.0,71.0,0.0,0.6761904761904762,1st Round,2018-08-27,3.84,39.3,36.5,US Open,2018,146.0
13349,Borna Coric,R,CRO,1996-11-14,20.0,True,3.0,126.0,82.0,44.0,17.0,8.0,28.0,16.0,76.0,2.0,0.6440677966101694,1st Round,2018-08-27,3.84,39.3,36.5,US Open,2018,146.0
13350,Florian Mayer,R,GER,1983-10-05,74.0,False,0.0,61.0,37.0,24.0,2.0,5.0,5.0,19.0,42.0,3.0,0.6,2nd Round,2017-08-31,3.7,39.2,33.3,US Open,2017,100.0
13351,Marin Cilic,R,CRO,1988-09-28,7.0,True,3.0,92.0,59.0,33.0,18.0,4.0,16.0,17.0,40.0,6.0,0.4819277108433735,2nd Round,2017-08-31,3.7,39.2,33.3,US Open,2017,100.0
13352,Florian Mayer,R,GER,1983-10-05,58.0,False,0.0,89.0,65.0,24.0,5.0,3.0,7.0,17.0,69.0,2.0,0.6699029126213593,1st Round,2016-08-30,3.97,37.1,41.0,US Open,2016,123.0
13353,Horacio Zeballos,L,ARG,1985-04-27,71.0,True,3.0,110.0,72.0,38.0,12.0,2.0,20.0,18.0,55.0,6.0,0.5729166666666666,1st Round,2016-08-30,3.97,37.1,41.0,US Open,2016,123.0
13354,Florian Mayer,R,GER,1983-10-05,216.0,False,1.0,106.0,74.0,32.0,7.0,12.0,9.0,23.0,74.0,5.0,0.5441176470588235,1st Round,2015-08-31,0.0,0.0,0.0,US Open,2015,0.0
13355,Martin Klizan,L,SVK,1989-07-11,36.0,True,2.0,129.0,67.0,62.0,5.0,3.0,27.0,35.0,46.0,6.0,0.4646464646464646,1st Round,2015-08-31,0.0,0.0,0.0,US Open,2015,0.0
13356,Florian Mayer,R,GER,1983-10-05,47.0,False,0.0,73.0,54.0,19.0,0.0,5.0,4.0,15.0,55.0,2.0,0.6111111111111112,3rd Round,2013-01-09,4.25,41.8,39.7,US Open,2013,119.0
13357,Andy Murray,R,GBR,1987-05-15,3.0,True,3.0,98.0,62.0,36.0,7.0,2.0,16.0,20.0,41.0,2.0,0.5061728395061729,3rd Round,2013-01-09,4.25,41.8,39.7,US Open,2013,119.0
13358,Florian Mayer,R,GER,1983-10-05,23.0,False,0.0,54.0,38.0,16.0,2.0,7.0,7.0,9.0,44.0,2.0,0.6285714285714286,1st Round,2012-08-27,3.82,37.9,42.0,US Open,2012,84.0
13359,Jack Sock,R,USA,1992-09-24,243.0,True,2.0,79.0,47.0,32.0,9.0,3.0,18.0,14.0,36.0,2.0,0.5714285714285714,1st Round,2012-08-27,3.82,37.9,42.0,US Open,2012,84.0
13360,Florian Mayer,R,GER,1983-10-05,58.0,False,1.0,84.0,58.0,26.0,4.0,3.0,6.0,20.0,69.0,3.0,0.6634615384615384,2nd Round,2006-01-09,3.12,32.8,26.5,US Open,2006,106.0
13361,Tomas Berdych,R,CZE,1985-09-17,14.0,True,3.0,110.0,64.0,46.0,12.0,0.0,24.0,22.0,52.0,4.0,0.5777777777777777,2nd Round,2006-01-09,3.12,32.8,26.5,US Open,2006,106.0
13362,Florian Mayer,R,GER,1983-10-05,91.0,False,1.0,132.0,88.0,44.0,7.0,18.0,28.0,16.0,85.0,5.0,0.6028368794326241,1st Round,2018-03-07,4.18,35.2,40.8,Wimbledon,2018,163.0
13363,Jiri Vesely,L,CZE,1993-07-10,93.0,True,3.0,146.0,93.0,53.0,13.0,9.0,23.0,30.0,99.0,3.0,0.7226277372262774,1st Round,2018-03-07,4.18,35.2,40.8,Wimbledon,2018,163.0
13364,Florian Mayer,R,GER,1983-10-05,114.0,False,0.0,92.0,70.0,22.0,0.0,3.0,5.0,17.0,77.0,4.0,0.6311475409836066,2nd Round,2017-05-07,3.88,36.8,44.0,Wimbledon,2017,132.0
13365,Marin Cilic,R,CRO,1988-09-28,6.0,True,3.0,123.0,71.0,52.0,31.0,0.0,25.0,27.0,55.0,5.0,0.5913978494623656,2nd Round,2017-05-07,3.88,36.8,44.0,Wimbledon,2017,132.0
13366,Florian Mayer,R,GER,1983-10-05,80.0,False,0.0,83.0,64.0,19.0,3.0,3.0,8.0,11.0,60.0,7.0,0.6185567010309279,1st Round,2016-06-29,3.0,31.6,32.0,Wimbledon,2016,96.0
13367,Dominic Thiem,R,AUT,1993-09-03,8.0,True,3.0,99.0,66.0,33.0,14.0,0.0,13.0,20.0,60.0,3.0,0.7058823529411765,1st Round,2016-06-29,3.0,31.6,32.0,Wimbledon,2016,96.0
13368,Florian Mayer,R,GER,1983-10-05,294.0,False,0.0,69.0,44.0,25.0,4.0,5.0,14.0,11.0,49.0,1.0,0.5903614457831325,1st Round,2015-06-29,0.0,0.0,0.0,Wimbledon,2015,0.0
13369,Juan Monaco,R,ARG,1984-03-29,35.0,True,3.0,101.0,62.0,39.0,5.0,7.0,21.0,18.0,65.0,5.0,0.7471264367816092,1st Round,2015-06-29,0.0,0.0,0.0,Wimbledon,2015,0.0
13370,Florian Mayer,R,GER,1983-10-05,34.0,False,0.0,86.0,66.0,20.0,3.0,8.0,14.0,6.0,65.0,0.0,0.6018518518518519,1st Round,2013-06-25,3.74,35.7,38.7,Wimbledon,2013,116.0
13371,Novak Djokovic,R,SRB,1987-05-22,1.0,True,3.0,109.0,67.0,42.0,5.0,3.0,19.0,23.0,55.0,0.0,0.632183908045977,1st Round,2013-06-25,3.74,35.7,38.7,Wimbledon,2013,116.0
13372,Florian Mayer,R,GER,1983-10-05,29.0,False,0.0,67.0,42.0,25.0,2.0,4.0,13.0,12.0,44.0,1.0,0.5714285714285714,Quarterfinals,2012-04-07,3.89,39.1,35.0,Wimbledon,2012,105.0
13373,Novak Djokovic,R,SRB,1987-05-22,1.0,True,3.0,94.0,59.0,35.0,7.0,7.0,17.0,18.0,55.0,3.0,0.6547619047619048,Quarterfinals,2012-04-07,3.89,39.1,35.0,Wimbledon,2012,105.0
13374,Philipp Kohlschreiber,R,GER,1983-10-16,32.0,True,3.0,95.0,64.0,31.0,10.0,10.0,21.0,10.0,45.0,1.0,0.5,1st Round,2019-01-15,4.62,44.2,40.0,Australian Open,2019,120.0
13375,Zhe Li,R,CHN,1986-09-20,261.0,False,0.0,68.0,42.0,26.0,2.0,1.0,9.0,17.0,54.0,1.0,0.7397260273972602,1st Round,2019-01-15,4.62,44.2,40.0,Australian Open,2019,120.0
13376,Philipp Kohlschreiber,R,GER,1983-10-16,33.0,True,3.0,104.0,56.0,48.0,3.0,4.0,32.0,16.0,43.0,3.0,0.5584415584415584,2nd Round,2017-01-19,4.11,39.2,37.0,Australian Open,2017,111.0
13377,Donald Young,L,USA,1989-07-23,85.0,False,0.0,66.0,45.0,21.0,5.0,5.0,10.0,11.0,62.0,2.0,0.6666666666666666,2nd Round,2017-01-19,4.11,39.2,37.0,Australian Open,2017,111.0
13378,Philipp Kohlschreiber,R,GER,1983-10-16,19.0,True,3.0,90.0,58.0,32.0,10.0,3.0,16.0,16.0,50.0,2.0,0.6578947368421053,1st Round,2013-01-15,3.93,40.8,35.3,Australian Open,2013,106.0
13379,Steve Darcis,R,BEL,1984-03-13,98.0,False,0.0,66.0,48.0,18.0,0.0,5.0,4.0,14.0,44.0,4.0,0.55,1st Round,2013-01-15,3.93,40.8,35.3,Australian Open,2013,106.0
13380,Philipp Kohlschreiber,R,GER,1983-10-16,19.0,True,3.0,104.0,71.0,33.0,12.0,3.0,19.0,14.0,53.0,0.0,0.6022727272727273,2nd Round,2013-01-17,3.63,35.9,36.3,Australian Open,2013,109.0
13381,Amir Weintraub,R,ISR,1986-09-16,196.0,False,0.0,78.0,61.0,17.0,8.0,3.0,5.0,12.0,67.0,3.0,0.7127659574468085,2nd Round,2013-01-17,3.63,35.9,36.3,Australian Open,2013,109.0
13382,Philipp Kohlschreiber,R,GER,1983-10-16,41.0,True,3.0,163.0,99.0,64.0,9.0,5.0,42.0,22.0,84.0,2.0,0.5874125874125874,1st Round,2012-01-16,4.8,47.5,47.0,Australian Open,2012,235.0
13383,Juan Monaco,R,ARG,1984-03-29,27.0,False,2.0,134.0,90.0,44.0,2.0,6.0,20.0,24.0,110.0,1.0,0.7142857142857143,1st Round,2012-01-16,4.8,47.5,47.0,Australian Open,2012,235.0
13384,Philipp Kohlschreiber,R,GER,1983-10-16,41.0,True,1.0,45.0,21.0,24.0,1.0,2.0,11.0,13.0,21.0,1.0,0.8076923076923077,2nd Round,2012-01-18,5.0,48.4,50.0,Australian Open,2012,50.0
13385,Pere Riba,R,ESP,1988-04-07,88.0,False,0.0,17.0,12.0,5.0,0.0,2.0,2.0,3.0,18.0,0.0,0.5,2nd Round,2012-01-18,5.0,48.4,50.0,Australian Open,2012,50.0
13386,Philipp Kohlschreiber,R,GER,1983-10-16,41.0,True,3.0,110.0,67.0,43.0,4.0,2.0,23.0,20.0,49.0,0.0,0.5268817204301075,3rd Round,2012-01-20,4.76,43.4,46.0,Australian Open,2012,138.0
13387,Alejandro Falla,L,COL,1983-11-14,71.0,False,0.0,81.0,55.0,26.0,1.0,3.0,11.0,15.0,66.0,1.0,0.673469387755102,3rd Round,2012-01-20,4.76,43.4,46.0,Australian Open,2012,138.0
13388,Philipp Kohlschreiber,R,GER,1983-10-16,35.0,True,3.0,160.0,98.0,62.0,7.0,9.0,29.0,33.0,110.0,2.0,0.6626506024096386,1st Round,2011-01-17,4.71,41.3,46.2,Australian Open,2011,231.0
13389,Tobias Kamke,R,GER,1986-05-21,65.0,False,2.0,176.0,108.0,68.0,6.0,13.0,42.0,26.0,99.0,7.0,0.5823529411764706,1st Round,2011-01-17,4.71,41.3,46.2,Australian Open,2011,231.0
13390,Philipp Kohlschreiber,R,GER,1983-10-16,26.0,True,3.0,100.0,56.0,44.0,10.0,2.0,21.0,23.0,53.0,4.0,0.6973684210526315,1st Round,2010-01-19,4.65,45.1,40.3,Australian Open,2010,121.0
13391,Horacio Zeballos,L,ARG,1985-04-27,50.0,False,0.0,61.0,41.0,20.0,7.0,6.0,9.0,11.0,54.0,3.0,0.6352941176470588,1st Round,2010-01-19,4.65,45.1,40.3,Australian Open,2010,121.0
13392,Philipp Kohlschreiber,R,GER,1983-10-16,26.0,True,3.0,133.0,80.0,53.0,16.0,12.0,22.0,31.0,77.0,3.0,0.6260162601626016,2nd Round,2010-01-20,5.14,44.4,46.3,Australian Open,2010,185.0
13393,Wayne Odesnik,L,USA,1985-11-21,89.0,False,1.0,117.0,74.0,43.0,8.0,10.0,17.0,26.0,61.0,11.0,0.4803149606299212,2nd Round,2010-01-20,5.14,44.4,46.3,Australian Open,2010,185.0
13394,Philipp Kohlschreiber,R,GER,1983-10-16,34.0,True,3.0,97.0,71.0,26.0,8.0,3.0,12.0,14.0,66.0,5.0,0.6407766990291263,1st Round,2009-01-19,3.9,36.6,37.7,Australian Open,2009,113.0
13395,Sam Querrey,R,USA,1987-10-07,33.0,False,0.0,88.0,56.0,32.0,9.0,2.0,15.0,17.0,45.0,1.0,0.5487804878048781,1st Round,2009-01-19,3.9,36.6,37.7,Australian Open,2009,113.0
13396,Philipp Kohlschreiber,R,GER,1983-10-16,27.0,True,2.0,65.0,37.0,28.0,6.0,1.0,10.0,18.0,29.0,1.0,0.5918367346938775,2nd Round,2008-01-16,4.47,43.2,42.5,Australian Open,2008,85.0
13397,Evgeny Korolev,R,KAZ,1988-02-14,82.0,False,0.0,53.0,41.0,12.0,3.0,6.0,6.0,6.0,42.0,5.0,0.6086956521739131,2nd Round,2008-01-16,4.47,43.2,42.5,Australian Open,2008,85.0
13398,Philipp Kohlschreiber,R,GER,1983-10-16,54.0,True,3.0,152.0,100.0,52.0,4.0,6.0,18.0,34.0,88.0,1.0,0.5827814569536424,1st Round,2019-05-26,4.77,40.0,46.5,French Open,2019,186.0
13399,Robin Haase,R,NED,1987-04-06,67.0,False,1.0,127.0,76.0,51.0,7.0,4.0,23.0,28.0,61.0,3.0,0.4765625,1st Round,2019-05-26,4.77,40.0,46.5,French Open,2019,186.0
13400,Philipp Kohlschreiber,R,GER,1983-10-16,28.0,True,3.0,84.0,47.0,37.0,5.0,1.0,22.0,15.0,36.0,2.0,0.5901639344262295,1st Round,2015-05-24,4.1,41.3,28.7,French Open,2015,86.0
13401,Go Soeda,R,JPN,1984-09-05,92.0,False,0.0,41.0,27.0,14.0,0.0,3.0,5.0,9.0,36.0,1.0,0.5625,1st Round,2015-05-24,4.1,41.3,28.7,French Open,2015,86.0
13402,Philipp Kohlschreiber,R,GER,1983-10-16,24.0,True,3.0,101.0,59.0,42.0,5.0,1.0,16.0,26.0,61.0,1.0,0.7176470588235294,1st Round,2014-05-27,3.69,35.9,35.7,French Open,2014,107.0
